MSTI_VAR,MSTI Variables,COU,Country,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
G_FBXGDP,Business-financed GERD as a percentage of GDP,NOR,Norway,2020,2020,PC,Percentage,0,Units,,,0.99838657258618,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,NOR,Norway,2021,2021,PC,Percentage,0,Units,,,0.84203354481174,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,POL,Poland,2015,2015,PC,Percentage,0,Units,,,0.3916938332617,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,POL,Poland,2016,2016,PC,Percentage,0,Units,,,0.51415790481895,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,POL,Poland,2017,2017,PC,Percentage,0,Units,,,0.54530122645116,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,POL,Poland,2018,2018,PC,Percentage,0,Units,,,0.6415658032472,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,POL,Poland,2019,2019,PC,Percentage,0,Units,,,0.67067859533702,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,POL,Poland,2020,2020,PC,Percentage,0,Units,,,0.70185935409245,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,POL,Poland,2021,2021,PC,Percentage,0,Units,,,0.729818177465,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,PRT,Portugal,2015,2015,PC,Percentage,0,Units,,,0.53030117844626,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,PRT,Portugal,2016,2016,PC,Percentage,0,Units,,,0.56861658785208,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,PRT,Portugal,2017,2017,PC,Percentage,0,Units,,,0.6136462978983,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,PRT,Portugal,2018,2018,PC,Percentage,0,Units,,,0.63869632574497,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,PRT,Portugal,2019,2019,PC,Percentage,0,Units,,,0.67348947790555,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,PRT,Portugal,2020,2020,PC,Percentage,0,Units,,,0.84169419745202,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,PRT,Portugal,2021,2021,PC,Percentage,0,Units,,,0.90183663894399,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,SVK,Slovak Republic,2015,2015,PC,Percentage,0,Units,,,0.28997935852271,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,SVK,Slovak Republic,2016,2016,PC,Percentage,0,Units,,,0.36449797814432,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,SVK,Slovak Republic,2017,2017,PC,Percentage,0,Units,,,0.43370941001839,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,SVK,Slovak Republic,2018,2018,PC,Percentage,0,Units,,,0.40813936354698,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,SVK,Slovak Republic,2019,2019,PC,Percentage,0,Units,,,0.38452697221637,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,SVK,Slovak Republic,2020,2020,PC,Percentage,0,Units,,,0.39223373467028,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,SVK,Slovak Republic,2021,2021,PC,Percentage,0,Units,,,0.41836314286351,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,ESP,Spain,2015,2015,PC,Percentage,0,Units,,,0.56015627608776,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,ESP,Spain,2016,2016,PC,Percentage,0,Units,,,0.55570494068664,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,ESP,Spain,2017,2017,PC,Percentage,0,Units,,,0.57809964283625,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,ESP,Spain,2018,2018,PC,Percentage,0,Units,,,0.61444072769319,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,ESP,Spain,2019,2019,PC,Percentage,0,Units,,,0.61380330835567,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,ESP,Spain,2020,2020,PC,Percentage,0,Units,,,0.69365619876403,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,ESP,Spain,2021,2021,PC,Percentage,0,Units,,,0.71807771937006,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,SWE,Sweden,2015,2015,PC,Percentage,0,Units,,,1.84320039807815,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,SWE,Sweden,2017,2017,PC,Percentage,0,Units,,,2.04311523182015,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,SWE,Sweden,2019,2019,PC,Percentage,0,Units,,,2.1145357699264,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,SWE,Sweden,2021,2021,PC,Percentage,0,Units,,,2.06352279516593,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,CHE,Switzerland,2015,2015,PC,Percentage,0,Units,,,1.90628268664324,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,CHE,Switzerland,2017,2017,PC,Percentage,0,Units,,,1.98285146044684,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,CHE,Switzerland,2019,2019,PC,Percentage,0,Units,,,2.0683857127711,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,CHE,Switzerland,2021,2021,PC,Percentage,0,Units,,,2.21404069029807,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,TUR,Türkiye,2015,2015,PC,Percentage,0,Units,,,0.39084645932827,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,TUR,Türkiye,2016,2016,PC,Percentage,0,Units,,,0.48233964953342,b,Time series break
G_FBXGDP,Business-financed GERD as a percentage of GDP,TUR,Türkiye,2017,2017,PC,Percentage,0,Units,,,0.5146195063722,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,TUR,Türkiye,2018,2018,PC,Percentage,0,Units,,,0.60139466570237,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,TUR,Türkiye,2019,2019,PC,Percentage,0,Units,,,0.65511018360733,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,TUR,Türkiye,2020,2020,PC,Percentage,0,Units,,,0.67863182181673,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,TUR,Türkiye,2021,2021,PC,Percentage,0,Units,,,0.766000721089,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,GBR,United Kingdom,2018,2018,PC,Percentage,0,Units,,,1.5730616804409,b; e; p,Time series break; Estimated value; Provisional value
G_FBXGDP,Business-financed GERD as a percentage of GDP,GBR,United Kingdom,2019,2019,PC,Percentage,0,Units,,,1.57185567212962,p,Provisional value
G_FBXGDP,Business-financed GERD as a percentage of GDP,GBR,United Kingdom,2020,2020,PC,Percentage,0,Units,,,1.68330967949283,p,Provisional value
G_FBXGDP,Business-financed GERD as a percentage of GDP,GBR,United Kingdom,2021,2021,PC,Percentage,0,Units,,,1.70643798072984,p,Provisional value
G_FBXGDP,Business-financed GERD as a percentage of GDP,USA,United States,2015,2015,PC,Percentage,0,Units,,,1.76415244559452,b,Time series break
G_FBXGDP,Business-financed GERD as a percentage of GDP,USA,United States,2016,2016,PC,Percentage,0,Units,,,1.82709849304946,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,USA,United States,2017,2017,PC,Percentage,0,Units,,,1.84266976537912,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,USA,United States,2018,2018,PC,Percentage,0,Units,,,1.92940574170686,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,USA,United States,2019,2019,PC,Percentage,0,Units,,,2.08157008361078,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,USA,United States,2020,2020,PC,Percentage,0,Units,,,2.29904607085292,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,USA,United States,2021,2021,PC,Percentage,0,Units,,,2.34761783585483,p,Provisional value
G_FBXGDP,Business-financed GERD as a percentage of GDP,ARG,Argentina,2015,2015,PC,Percentage,0,Units,,,0.10651087356903,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,ARG,Argentina,2016,2016,PC,Percentage,0,Units,,,0.09671460333272,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,ARG,Argentina,2017,2017,PC,Percentage,0,Units,,,0.09913567992428,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,ARG,Argentina,2018,2018,PC,Percentage,0,Units,,,0.10524425241444,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,ARG,Argentina,2019,2019,PC,Percentage,0,Units,,,0.11300356292701,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,ARG,Argentina,2020,2020,PC,Percentage,0,Units,,,0.12756101611294,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,ARG,Argentina,2021,2021,PC,Percentage,0,Units,,,0.10909841405721,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,CHL,Chile,2015,2015,PC,Percentage,0,Units,,,0.12550719500182,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,CHL,Chile,2016,2016,PC,Percentage,0,Units,,,0.13013683887948,b,Time series break
G_FBXGDP,Business-financed GERD as a percentage of GDP,CHL,Chile,2017,2017,PC,Percentage,0,Units,,,0.1120213036837,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,CHL,Chile,2018,2018,PC,Percentage,0,Units,,,0.11316103368079,e,Estimated value
G_FBXGDP,Business-financed GERD as a percentage of GDP,CHL,Chile,2019,2019,PC,Percentage,0,Units,,,0.1060608324004,e,Estimated value
G_FBXGDP,Business-financed GERD as a percentage of GDP,CHL,Chile,2020,2020,PC,Percentage,0,Units,,,0.1163743280509,e,Estimated value
G_FBXGDP,Business-financed GERD as a percentage of GDP,CHN,China (People's Republic of),2015,2015,PC,Percentage,0,Units,,,1.53712103013363,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,CHN,China (People's Republic of),2016,2016,PC,Percentage,0,Units,,,1.59748430824372,,
G_FBXGDP,Business-financed GERD as a percentage of GDP,CHN,China (People's Republic of),2017,2017,PC,Percentage,0,Units,,,1.61831259104173,,
